3,1,1,1,1,1,1,1,1,1,1,1,333,1,1,1,1,333,1,1,1,1,1,1,1,1,1,1,2,3,
35,33,33,33,33,33,33,33,33,33,33,33,333,33,33,33,33,333,33,33,33,33,33,33,33,33,33,33,34,35,
67,65,65,65,65,65,65,65,65,65,65,65,333,65,65,65,65,333,65,65,65,65,65,65,65,65,65,65,66,67,
0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,333,1,2,3,1,2,1,2,3,3,3,0,0,
333,333,333,333,333,333,333,333,333,333,333,333,333,0,0,0,0,333,33,34,35,33,34,33,34,35,35,35,0,0,
1,1,1,1,1,1,1,1,1,1,1,2,333,0,0,0,0,333,65,66,67,65,66,65,66,67,67,67,0,0,
33,33,33,33,33,33,33,33,33,33,33,34,333,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,
65,65,65,65,65,65,65,65,65,65,65,66,333,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,333,333,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0
